Click Time,Install Time,Agency/PMD (af_prt),Media Source (pid),Campaign (c),Site Id (af_siteid),Cost Per Install (af_cpi),Country Code,City,IP,WIFI,Language,Appsflyer Device Id,Customer User Id,IDFA,MAC,Device Name,Device Type,OS Version,SDK Version,App Version,Sub Param 1 (af_sub1),Sub Param 2 (af_sub2),Sub Param 3 (af_sub3),Sub Param 4 (af_sub4),Sub Param 5 (af_sub5),Click URL,Contributor 1,Contributor 2,Contributor 3
2015-01-18 13:59:00,2015-01-19 03:02:17,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,49.230.71.92,No,th-TH,1421614765000-3544398,,8E2299A6-1CD0-448C-9F64-AEA206561328,,iPad,iPad Air,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,,,,
2014-11-16 02:02:00,2015-01-19 02:59:25,,Facebook Ads,Ranch Run - iOS - NOV15(TH),,,TH,N/A,223.204.248.118,Yes,th-TH,1416128577000-3820827,70e4052a-d94f-4715-87e0-a34585700383,8BA5CAD2-7C7D-4174-A772-F2420656875A,,iPhone5ทอง฿,iPhone 5s,8.1.2,2.5.2.5.3.11,1.0.17.2,,,,,,
